[START]
(1000, 180)
(993, 179)
(986, 179)
(978, 180)
(969, 183)
(959, 188)
(950, 196)
(940, 207)
(930, 220)
(921, 233)
(915, 249)
(912, 266)
(912, 280)
(917, 291)
(924, 300)
(935, 306)
(947, 310)
(959, 312)
(972, 312)
(984, 309)
(995, 305)
(1005, 299)
(1014, 293)
(1020, 287)
(1027, 280)
[END]
[START]
(993, 251)
(998, 252)
(1003, 252)
(1010, 252)
(1017, 252)
(1022, 252)
(1025, 252)
(1027, 253)
(1029, 256)
(1031, 262)
(1032, 271)
(1033, 281)
(1033, 291)
(1032, 299)
(1032, 305)
(1032, 309)
(1032, 311)
(1032, 313)
(1033, 314)
(1035, 315)
[END]
